observer,photogroup,photonum,temp,Pressure(inHg),date,month,time,TOD,season,group,count
AO,100,1065,30,26.28,31-Jul-16,Jul,4:45pm,afternoon,dry,family,23
AO,100,1069,27,26.3,31-Jul-16,Jul,5:45pm,afternoon,dry,family,6
AO,100,1088,31,26.39,31-Jul-16,Jul,11:30am,morning,dry,solitarybull,1
AO,100,1089,31,26.38,31-Jul-16,Jul,11:45am,morning,dry,solitarybull,1
AO,100,1090,32,26.37,31-Jul-16,Jul,12:00pm,midday,dry,solitarybull,1
AO,100,1097,33,26.33,31-Jul-16,Jul,1:45pm,midday,dry,solitarybull,1
AO,100,1098,33,26.32,31-Jul-16,Jul,2:00pm,midday,dry,solitarybull,1
AO,100,1099,33,26.32,31-Jul-16,Jul,2:15pm,midday,dry,solitarybull,1
AO,100,1100,33,26.32,31-Jul-16,Jul,2:30pm,midday,dry,solitarybull,1
AO,100,1101,33,26.31,31-Jul-16,Jul,2:45pm,midday,dry,solitarybull,1
AO,100,1102,33,26.31,31-Jul-16,Jul,3:00pm,midday,dry,solitarybull,1
AO,100,1106,32,26.31,31-Jul-16,Jul,4:00pm,afternoon,dry,solitarybull,1
AO,100,1109,31,26.31,31-Jul-16,Jul,4:45pm,afternoon,dry,solitarybull,1
AO,100,1024,28,26.31,30-Jul-16,Jul,5:30pm,afternoon,dry,bull,2
AO,100,1025,27,26.31,30-Jul-16,Jul,5:45pm,afternoon,dry,bull,3
AO,100,1047,32,26.36,30-Jul-16,Jul,12:15pm,midday,dry,bull,2
AO,100,1048,32,26.34,30-Jul-16,Jul,12:30pm,midday,dry,bull,4
AO,100,1049,32,26.34,30-Jul-16,Jul,12:45pm,midday,dry,bull,6
AO,100,1050,32,26.33,30-Jul-16,Jul,1:00pm,midday,dry,bull,5
AO,100,1051,32,26.32,30-Jul-16,Jul,1:15pm,midday,dry,bull,9
AO,100,1052,33,26.31,30-Jul-16,Jul,1:30pm,midday,dry,bull,9
AO,100,1053,33,26.31,30-Jul-16,Jul,1:45pm,midday,dry,bull,9
AO,100,1054,32,26.31,30-Jul-16,Jul,2:00pm,midday,dry,bull,9
AO,100,1055,32,26.29,30-Jul-16,Jul,2:15pm,midday,dry,bull,9
AO,100,1056,32,26.29,30-Jul-16,Jul,2:30pm,midday,dry,bull,9
AO,100,1057,32,26.29,30-Jul-16,Jul,2:45pm,midday,dry,bull,9
AO,100,1058,32,26.29,30-Jul-16,Jul,3:00pm,midday,dry,bull,7
AO,100,1063,30,26.27,30-Jul-16,Jul,4:15pm,afternoon,dry,bull,3
AO,100,1064,30,26.28,30-Jul-16,Jul,4:30pm,afternoon,dry,family,23
AO,100,980,29,26.32,29-Jul-16,Jul,5:30pm,afternoon,dry,solitarybull,1
AO,100,981,28,26.32,29-Jul-16,Jul,5:45pm,afternoon,dry,solitarybull,1
AO,100,999,28,26.37,29-Jul-16,Jul,11:15am,morning,dry,solitarybull,1
AO,100,1000,28,26.37,29-Jul-16,Jul,11:30am,morning,dry,solitarybull,1
AO,100,1004,31,26.34,29-Jul-16,Jul,12:30pm,midday,dry,bull,3
AO,100,1005,32,26.33,29-Jul-16,Jul,12:54pm,midday,dry,bull,2
AO,100,1006,32,26.33,29-Jul-16,Jul,1:00pm,midday,dry,bull,2
AO,100,1007,32,26.32,29-Jul-16,Jul,1:15pm,midday,dry,solitarybull,1
AO,100,1008,33,26.31,29-Jul-16,Jul,1:30pm,midday,dry,solitarybull,1
AO,100,1009,33,26.31,29-Jul-16,Jul,1:45pm,midday,dry,bull,5
AO,100,1010,32,26.3,29-Jul-16,Jul,2:00pm,midday,dry,bull,5
AO,100,1011,32,26.3,29-Jul-16,Jul,2:15pm,midday,dry,bull,3
AO,100,1012,32,26.29,29-Jul-16,Jul,2:30pm,midday,dry,bull,3
AO,100,1013,32,26.29,29-Jul-16,Jul,2:45pm,midday,dry,bull,3
AO,100,1014,32,26.29,29-Jul-16,Jul,3:00pm,midday,dry,bull,2
AO,100,1015,32,26.29,29-Jul-16,Jul,3:15pm,midday,dry,solitarybull,1
AO,100,1018,31,26.29,29-Jul-16,Jul,4:00pm,afternoon,dry,solitarybull,1
AO,100,1019,31,26.29,29-Jul-16,Jul,4:15pm,afternoon,dry,solitarybull,1
AO,100,1022,29,26.3,29-Jul-16,Jul,5:00pm,afternoon,dry,solitarybull,1
AO,100,1023,29,26,29-Jul-16,Jul,5:15pm,afternoon,dry,solitarybull,1
AO,100,935,27,26.32,28-Jul-16,Jul,5:15pm,afternoon,dry,bull,2
AO,100,961,30,26.34,28-Jul-16,Jul,12:45pm,midday,dry,solitarybull,1
AO,100,962,30,26.34,28-Jul-16,Jul,1:00pm,midday,dry,solitarybull,1
AO,100,976,31,26.31,28-Jul-16,Jul,4:30pm,afternoon,dry,solitarybull,1
AO,100,977,30,26.31,28-Jul-16,Jul,4:45pm,afternoon,dry,solitarybull,1
AO,100,978,30,26.31,28-Jul-16,Jul,5:00pm,afternoon,dry,bull,2
AO,100,979,30,26.31,28-Jul-16,Jul,5:15pm,afternoon,dry,bull,2
AO,100,887,26,26.29,27-Jul-16,Jul,4:15pm,afternoon,dry,solitarybull,1
AO,100,918,30,26.33,27-Jul-16,Jul,1:00pm,midday,dry,solitarybull,1
AO,100,919,30,26.33,27-Jul-16,Jul,1:15pm,midday,dry,solitarybull,1
AO,100,921,29,26.31,27-Jul-16,Jul,1:45pm,midday,dry,solitarybull,1
AO,100,922,29,26.31,27-Jul-16,Jul,2:00pm,midday,dry,solitarybull,1
AO,100,924,29,26.3,27-Jul-16,Jul,2:30pm,midday,dry,solitarybull,1
AO,100,931,28,26.31,27-Jul-16,Jul,4:15pm,afternoon,dry,solitarybull,1
AO,100,932,28,26.32,27-Jul-16,Jul,4:30pm,afternoon,dry,solitarybull,1
AO,100,933,27,26.32,27-Jul-16,Jul,4:45pm,afternoon,dry,bull,2
AO,100,934,27,26.32,27-Jul-16,Jul,5:00pm,afternoon,dry,solitarybull,1
AO,100,849,23,26.29,26-Jul-16,Jul,5:45pm,afternoon,dry,mixed,27
AO,100,867,24,26.37,26-Jul-16,Jul,11:15am,morning,dry,bull,2
AO,100,868,25,26.36,26-Jul-16,Jul,11:30am,morning,dry,bull,2
AO,100,869,25,26.36,26-Jul-16,Jul,11:45am,morning,dry,bull,2
AO,100,870,26,26.36,26-Jul-16,Jul,12:00pm,midday,dry,bull,2
AO,100,871,26,26.35,26-Jul-16,Jul,12:15pm,midday,dry,bull,3
AO,100,872,26,26.35,26-Jul-16,Jul,12:30pm,midday,dry,bull,3
AO,100,873,27,26.34,26-Jul-16,Jul,12:45pm,midday,dry,bull,3
AO,100,874,27,26.33,26-Jul-16,Jul,1:00pm,midday,dry,bull,4
AO,100,875,27,26.33,26-Jul-16,Jul,1:15pm,midday,dry,bull,4
AO,100,876,27,26.32,26-Jul-16,Jul,1:30pm,midday,dry,bull,5
AO,100,877,27,26.31,26-Jul-16,Jul,1:45pm,midday,dry,bull,8
AO,100,878,27,26.32,26-Jul-16,Jul,2:00pm,midday,dry,bull,4
AO,100,879,27,26.31,26-Jul-16,Jul,2:15pm,midday,dry,bull,4
AO,100,880,27,26.3,26-Jul-16,Jul,2:30pm,midday,dry,bull,5
AO,100,881,27,26.3,26-Jul-16,Jul,2:45pm,midday,dry,bull,2
AO,100,884,26,26.29,26-Jul-16,Jul,3:30pm,midday,dry,family,13
AO,100,885,26,26.3,26-Jul-16,Jul,3:45pm,afternoon,dry,family,13
AO,100,886,26,26.29,26-Jul-16,Jul,4:00pm,afternoon,dry,solitarybull,1
AO,100,805,25,26.27,25-Jul-16,Jul,5:45pm,afternoon,dry,bull,4
AO,100,828,26,26.32,25-Jul-16,Jul,12:30pm,midday,dry,mixed,27
AO,100,829,26,26.31,25-Jul-16,Jul,12:45pm,midday,dry,mixed,16
AO,100,830,27,26.3,25-Jul-16,Jul,1:00pm,midday,dry,mixed,16
AO,100,831,27,26.3,25-Jul-16,Jul,1:15pm,midday,dry,mixed,15
AO,100,837,27,26.27,25-Jul-16,Jul,2:45pm,midday,dry,solitarybull,1
AO,100,838,27,26.27,25-Jul-16,Jul,3:00pm,midday,dry,mixed,3
AO,100,839,26,26.27,25-Jul-16,Jul,3:15pm,midday,dry,bull,3
AO,100,840,26,26.27,25-Jul-16,Jul,3:30pm,midday,dry,bull,2
AO,100,841,26,26.26,25-Jul-16,Jul,3:45pm,afternoon,dry,bull,2
AO,100,843,25,26.27,25-Jul-16,Jul,4:15pm,afternoon,dry,solitarybull,1
AO,100,847,24,26.28,25-Jul-16,Jul,5:15pm,afternoon,dry,solitarybull,1
AO,100,848,23,26.29,25-Jul-16,Jul,5:30pm,afternoon,dry,mixed,28
AO,100,759,28,26.31,24-Jul-16,Jul,5:15pm,afternoon,dry,solitarybull,1
AO,100,790,29,26.27,24-Jul-16,Jul,2:00pm,midday,dry,bull,3
AO,100,791,29,26.26,24-Jul-16,Jul,2:15pm,midday,dry,bull,3
AO,100,792,29,26.26,24-Jul-16,Jul,2:30pm,midday,dry,bull,3
AO,100,802,27,26.26,24-Jul-16,Jul,5:00pm,afternoon,dry,solitarybull,1
AO,100,803,27,26.26,24-Jul-16,Jul,5:15pm,afternoon,dry,solitarybull,1
AO,100,804,26,26.27,24-Jul-16,Jul,5:30pm,afternoon,dry,solitarybull,1
AO,100,738,29,26.39,23-Jul-16,Jul,12:00pm,midday,dry,bull,4
AO,100,739,29,26.39,23-Jul-16,Jul,12:15pm,midday,dry,bull,4
AO,100,740,29,26.38,23-Jul-16,Jul,12:30pm,midday,dry,bull,4
AO,100,741,30,26.37,23-Jul-16,Jul,12:45pm,midday,dry,bull,4
AO,100,742,30,26.37,23-Jul-16,Jul,1:00pm,midday,dry,bull,4
AO,100,743,30,26.36,23-Jul-16,Jul,1:15pm,midday,dry,bull,4
AO,100,744,30,26.35,23-Jul-16,Jul,1:30pm,midday,dry,bull,5
AO,100,745,30,26.34,23-Jul-16,Jul,1:45pm,midday,dry,bull,5
AO,100,746,30,26.33,23-Jul-16,Jul,2:00pm,midday,dry,bull,3
AO,100,749,31,26.32,23-Jul-16,Jul,2:45pm,midday,dry,bull,3
AO,100,750,31,26.32,23-Jul-16,Jul,3:00pm,midday,dry,mixed,13
AO,100,751,31,26.32,23-Jul-16,Jul,3:15pm,midday,dry,family,9
AO,100,752,31,26.32,23-Jul-16,Jul,3:30pm,midday,dry,bull,2
AO,100,753,31,26.31,23-Jul-16,Jul,3:45pm,afternoon,dry,bull,2
AO,100,754,30,26.31,23-Jul-16,Jul,4:00pm,afternoon,dry,solitarybull,1
AO,100,755,29,26.31,23-Jul-16,Jul,4:15pm,afternoon,dry,solitarybull,1
AO,100,756,29,26.31,23-Jul-16,Jul,4:30pm,afternoon,dry,bull,3
AO,100,757,29,26.31,23-Jul-16,Jul,4:45pm,afternoon,dry,solitarybull,1
AO,100,758,28,26.31,23-Jul-16,Jul,5:00pm,afternoon,dry,solitarybull,1
AO,100,691,26,26.49,22-Jul-16,Jul,11:15am,morning,dry,solitarybull,1
AO,100,693,27,26.48,22-Jul-16,Jul,11:45am,morning,dry,mixed,17
AO,100,694,27,26.48,22-Jul-16,Jul,12:00pm,midday,dry,mixed,18
AO,100,695,27,26.47,22-Jul-16,Jul,12:15pm,midday,dry,solitarybull,1
AO,100,696,28,26.46,22-Jul-16,Jul,12:30pm,midday,dry,solitarybull,1
AO,100,697,29,26.46,22-Jul-16,Jul,12:35pm,midday,dry,bull,3
AO,100,698,29,26.45,22-Jul-16,Jul,1:00pm,midday,dry,bull,3
AO,100,700,29,26.44,22-Jul-16,Jul,1:30pm,midday,dry,bull,2
AO,100,701,29,26.43,22-Jul-16,Jul,1:45pm,midday,dry,mixed,14
AO,100,702,30,26.43,22-Jul-16,Jul,2:00pm,midday,dry,mixed,15
AO,100,703,30,26.42,22-Jul-16,Jul,2:15pm,midday,dry,mixed,17
AO,100,704,30,26.42,22-Jul-16,Jul,3:30pm,midday,dry,bull,4
AO,100,705,29,26.42,22-Jul-16,Jul,3:45pm,afternoon,dry,bull,4
AO,100,706,29,26.42,22-Jul-16,Jul,3:00pm,midday,dry,bull,4
AO,100,707,30,26.42,22-Jul-16,Jul,3:15pm,midday,dry,bull,3
AO,100,713,28,26.41,22-Jul-16,Jul,4:45pm,afternoon,dry,solitarybull,1
AO,100,629,24,26.44,21-Jul-16,Jul,5:45pm,afternoon,dry,mixed,17
AO,100,643,24,26.54,21-Jul-16,Jul,10:15am,morning,dry,mixed,11
AO,100,644,24,26.53,21-Jul-16,Jul,10:30am,morning,dry,mixed,9
AO,100,645,24,26.53,21-Jul-16,Jul,10:45am,morning,dry,mixed,9
AO,100,646,24,26.53,21-Jul-16,Jul,11:00am,morning,dry,mixed,11
AO,100,647,25,26.52,21-Jul-16,Jul,11:15am,morning,dry,mixed,4
AO,100,648,26,26.52,21-Jul-16,Jul,11:30am,morning,dry,solitarybull,1
AO,100,650,26,26.5,21-Jul-16,Jul,12:00pm,midday,dry,bull,2
AO,100,651,26,26.49,21-Jul-16,Jul,12:15pm,midday,dry,bull,6
AO,100,652,26,26.48,21-Jul-16,Jul,12:30pm,midday,dry,bull,2
AO,100,653,27,26.48,21-Jul-16,Jul,12:45pm,midday,dry,bull,2
AO,100,654,27,26.47,21-Jul-16,Jul,1:00pm,midday,dry,bull,3
AO,100,655,27,26.46,21-Jul-16,Jul,1:15pm,midday,dry,mixed,11
AO,100,656,28,26.45,21-Jul-16,Jul,1:30pm,midday,dry,mixed,11
AO,100,657,28,26.45,21-Jul-16,Jul,1:45pm,midday,dry,bull,3
AO,100,661,28,26.42,21-Jul-16,Jul,2:45pm,midday,dry,solitarybull,1
AO,100,663,28,26.42,21-Jul-16,Jul,3:15pm,midday,dry,solitarybull,1
AO,100,664,28,26.42,21-Jul-16,Jul,3:30pm,midday,dry,family,3
AO,100,665,27,26.42,21-Jul-16,Jul,3:45pm,afternoon,dry,family,3
AO,100,666,26,26.42,21-Jul-16,Jul,4:00pm,afternoon,dry,family,9
AO,100,671,25,26.43,21-Jul-16,Jul,5:15pm,afternoon,dry,solitarybull,1
AO,100,672,26,26.43,21-Jul-16,Jul,5:30pm,afternoon,dry,bull,2
AO,100,673,25,26.44,21-Jul-16,Jul,5:45pm,afternoon,dry,mixed,52
AO,100,611,26,26.45,20-Jul-16,Jul,1:15pm,midday,dry,solitarybull,1
AO,100,612,26,26.45,20-Jul-16,Jul,1:30pm,midday,dry,solitarybull,1
AO,100,613,26,26.44,20-Jul-16,Jul,1:45pm,midday,dry,bull,2
AO,100,614,26,26.44,20-Jul-16,Jul,2:00pm,midday,dry,solitarybull,1
AO,100,621,26,26.42,20-Jul-16,Jul,3:45pm,afternoon,dry,bull,7
AO,100,622,26,26.43,20-Jul-16,Jul,4:00pm,afternoon,dry,bull,10
AO,100,623,26,26.43,20-Jul-16,Jul,4:15pm,afternoon,dry,bull,11
AO,100,624,26,26.43,20-Jul-16,Jul,4:30pm,afternoon,dry,mixed,12
AO,100,626,26,26.44,20-Jul-16,Jul,5:00pm,afternoon,dry,mixed,24
AO,100,627,25,26.44,20-Jul-16,Jul,5:15pm,afternoon,dry,mixed,31
AO,100,628,25,26.44,20-Jul-16,Jul,5:30pm,afternoon,dry,mixed,27
AO,100,551,19,26.58,19-Jul-16,Jul,9:15 AM,morning,dry,solitarybull,1
AO,100,552,20,26.57,19-Jul-16,Jul,9:30 AM,morning,dry,solitarybull,1
AO,100,569,25,26.47,19-Jul-16,Jul,1:45 PM,midday,dry,solitarybull,1
AO,100,570,26,26.46,19-Jul-16,Jul,2:00 PM,midday,dry,bull,2
AO,100,571,26,26.46,19-Jul-16,Jul,2:15 PM,midday,dry,solitarybull,1
AO,100,573,26,26.46,19-Jul-16,Jul,2:45 PM,midday,dry,mixed,20
AO,100,574,26,26.46,19-Jul-16,Jul,3:00 PM,midday,dry,mixed,24
AO,100,575,26,26.45,19-Jul-16,Jul,3:15 PM,midday,dry,mixed,26
AO,100,576,26,26.45,19-Jul-16,Jul,3:30 PM,midday,dry,mixed,26
AO,100,577,24,26.46,19-Jul-16,Jul,3:45 PM,afternoon,dry,mixed,19
AO,100,584,23,26.47,19-Jul-16,Jul,5:30 PM,afternoon,dry,bull,2
AO,100,585,23,26.47,19-Jul-16,Jul,5:45 PM,afternoon,dry,mixed,39
AO,100,523,26,26.48,18-Jul-16,Jul,1:15pm,midday,dry,bull,2
AO,100,524,26,26.48,18-Jul-16,Jul,1:30pm,midday,dry,bull,2
AO,100,525,27,26.47,18-Jul-16,Jul,1:45pm,midday,dry,solitarybull,1
AO,100,527,27,26.47,18-Jul-16,Jul,2:15pm,midday,dry,mixed,12
AO,100,528,27,26.46,18-Jul-16,Jul,2:30 PM,midday,dry,mixed,16
AO,100,529,27,26.46,18-Jul-16,Jul,2:45 PM,midday,dry,mixed,17
AO,100,530,27,26.45,18-Jul-16,Jul,3:00 PM,midday,dry,mixed,37
AO,100,531,27,26.45,18-Jul-16,Jul,3:15 PM,midday,dry,mixed,27
AO,100,532,27,26.45,18-Jul-16,Jul,3:30 PM,midday,dry,mixed,13
AO,100,533,26,26.45,18-Jul-16,Jul,3:45 PM,afternoon,dry,bull,4
AO,100,534,26,26.45,18-Jul-16,Jul,4:00 PM,afternoon,dry,bull,3
AO,100,535,26,26.46,18-Jul-16,Jul,4:15 PM,afternoon,dry,mixed,25
AO,100,536,26,26.46,18-Jul-16,Jul,4:30 PM,afternoon,dry,mixed,11
AO,100,463,20,26.53,17-Jul-16,Jul,9:15am,morning,dry,mixed,8
AO,100,478,26,26.46,17-Jul-16,Jul,1:00pm,midday,dry,family,9
AO,100,479,27,26.45,17-Jul-16,Jul,1:15pm,midday,dry,family,9
AO,100,488,27,26.42,17-Jul-16,Jul,3:30pm,midday,dry,solitarybull,1
AO,100,489,27,26.43,17-Jul-16,Jul,3:45pm,afternoon,dry,solitarybull,1
AO,100,492,26,26.43,17-Jul-16,Jul,4:30pm,afternoon,dry,bull,2
AO,100,493,26,26.44,17-Jul-16,Jul,4:45pm,afternoon,dry,bull,4
AO,100,494,26,26.44,17-Jul-16,Jul,5:00pm,afternoon,dry,bull,4
AO,100,495,26,26.44,17-Jul-16,Jul,5:15pm,afternoon,dry,bull,3
AO,100,497,24,26.45,17-Jul-16,Jul,5:45pm,afternoon,dry,mixed,14
AO,100,423,23,26.47,16-Jul-16,Jul,10:15am,morning,dry,solitarybull,1
AO,100,424,24,26.47,16-Jul-16,Jul,10:30am,morning,dry,solitarybull,1
AO,100,425,24,26.46,16-Jul-16,Jul,10:45am,morning,dry,solitarybull,1
AO,100,434,26,26.4,16-Jul-16,Jul,1:00pm,midday,dry,bull,3
AO,100,435,27,26.4,16-Jul-16,Jul,1:15pm,midday,dry,bull,3
AO,100,436,27,26.39,16-Jul-16,Jul,1:30pm,midday,dry,bull,2
AO,100,437,27,26.38,16-Jul-16,Jul,1:45pm,midday,dry,bull,6
AO,100,438,27,26.38,16-Jul-16,Jul,2:00pm,midday,dry,bull,7
AO,100,439,27,26.37,16-Jul-16,Jul,2:15pm,midday,dry,bull,5
AO,100,440,28,26.37,16-Jul-16,Jul,2:30pm,midday,dry,bull,5
AO,100,441,28,26.36,16-Jul-16,Jul,2:45pm,midday,dry,bull,2
AO,100,452,25,26.39,16-Jul-16,Jul,5:30pm,afternoon,dry,family,6
AO,100,453,24,26.39,16-Jul-16,Jul,5:45pm,afternoon,dry,solitarybull,1
AO,100,399,27,26.34,15-Jul-16,Jul,3:15pm,midday,dry,mixed,21
AO,100,400,27,26.34,15-Jul-16,Jul,3:30pm,midday,dry,mixed,20
AO,100,401,26,26.34,15-Jul-16,Jul,3:45pm,afternoon,dry,mixed,20
AO,100,402,26,26.35,15-Jul-16,Jul,4:00pm,afternoon,dry,mixed,13
AO,100,403,26,26.35,15-Jul-16,Jul,4:15pm,afternoon,dry,mixed,22
AO,100,404,26,26.35,15-Jul-16,Jul,4:30pm,afternoon,dry,mixed,17
AO,100,405,26,26.35,15-Jul-16,Jul,4:45pm,afternoon,dry,mixed,9
AO,100,406,26,26.35,15-Jul-16,Jul,5:00pm,afternoon,dry,bull,2
AO,100,407,25,26.36,15-Jul-16,Jul,5:15pm,afternoon,dry,bull,2
AO,100,408,24,26.36,15-Jul-16,Jul,5:30pm,afternoon,dry,bull,2
AO,100,348,25,26.4,14-Jul-16,Jul,1:30 PM,midday,dry,bull,3
AO,100,349,25,26.4,14-Jul-16,Jul,1:45 PM,midday,dry,bull,3
AO,100,350,25,26.39,14-Jul-16,Jul,2:00 PM,midday,dry,bull,3
AO,100,351,25,26.38,14-Jul-16,Jul,2:15 PM,midday,dry,solitarybull,1
AO,100,359,25,26.38,14-Jul-16,Jul,4:15 PM,afternoon,dry,solitarybull,1
AO,100,360,25,26.38,14-Jul-16,Jul,4:30 PM,afternoon,dry,solitarybull,1
AO,100,361,24,26.38,14-Jul-16,Jul,4:45 PM,afternoon,dry,solitarybull,1
AO,100,362,24,26.38,14-Jul-16,Jul,5:00 PM,afternoon,dry,solitarybull,1
AO,100,363,24,26.39,14-Jul-16,Jul,5:15 PM,afternoon,dry,mixed,30
AO,100,364,23,26.39,14-Jul-16,Jul,5:30 PM,afternoon,dry,mixed,37
AO,100,365,22,26.4,14-Jul-16,Jul,5:45 PM,afternoon,dry,mixed,29
AO,100,309,24,26.4,13-Jul-16,Jul,2:45 PM,midday,dry,bull,2
AO,100,310,24,26.41,13-Jul-16,Jul,3:00 PM,midday,dry,bull,2
AO,100,311,24,26.4,13-Jul-16,Jul,3:15 PM,midday,dry,bull,4
AO,100,312,24,26.41,13-Jul-16,Jul,3:30 PM,midday,dry,bull,5
AO,100,313,24,26.4,13-Jul-16,Jul,3:45 PM,afternoon,dry,bull,6
AO,100,314,24,26.4,13-Jul-16,Jul,4:00 PM,afternoon,dry,bull,6
AO,100,315,24,26.41,13-Jul-16,Jul,4:15 PM,afternoon,dry,family,4
AO,100,316,24,26.4,13-Jul-16,Jul,4:30 PM,afternoon,dry,mixed,11
AO,100,317,24,26.41,13-Jul-16,Jul,4:45 PM,afternoon,dry,family,17
AO,100,318,24,26.41,13-Jul-16,Jul,5:00 PM,afternoon,dry,mixed,9
AO,100,319,23,26.41,13-Jul-16,Jul,5:15 PM,afternoon,dry,family,3
AO,100,320,23,26.42,13-Jul-16,Jul,5:30 PM,afternoon,dry,bull,4
AO,100,321,22,26.42,13-Jul-16,Jul,5:45 PM,afternoon,dry,bull,4
AO,100,252,22,26.53,12-Jul-16,Jul,11:30 AM,morning,dry,bull,2
AO,100,253,22,26.52,12-Jul-16,Jul,11:45 AM,morning,dry,bull,2
AO,100,254,22,26.51,12-Jul-16,Jul,12:00 PM,midday,dry,bull,2
AO,100,270,24,26.43,12-Jul-16,Jul,4:00 PM,afternoon,dry,bull,3
AO,100,271,24,26.44,12-Jul-16,Jul,4:25 PM,afternoon,dry,mixed,14
AO,100,274,24,26.44,12-Jul-16,Jul,5:00 PM,afternoon,dry,family,13
AO,100,275,23,26.45,12-Jul-16,Jul,5:15 PM,afternoon,dry,mixed,10
AO,100,277,22,26.46,12-Jul-16,Jul,5:45 PM,afternoon,dry,mixed,31
AO,100,228,23,26.47,11-Jul-16,Jul,4:30 PM,afternoon,dry,solitarybull,1
AO,100,229,24,26.47,11-Jul-16,Jul,4:45 PM,afternoon,dry,family,5
AO,100,230,23,26.48,11-Jul-16,Jul,5:00 PM,afternoon,dry,mixed,28
AO,100,231,23,26.49,11-Jul-16,Jul,5:15 PM,afternoon,dry,mixed,19
AO,100,232,22,26.49,11-Jul-16,Jul,5:30 PM,afternoon,dry,bull,6
AO,100,233,22,26.5,11-Jul-16,Jul,5:45 PM,afternoon,dry,bull,9
AO,100,184,25,26.47,10-Jul-16,Jul,4:30 PM,afternoon,dry,mixed,19
AO,100,187,24,26.48,10-Jul-16,Jul,5:15 PM,afternoon,dry,mixed,48
AO,100,188,24,26.48,10-Jul-16,Jul,5:30 PM,afternoon,dry,mixed,33
AO,100,189,23,26.48,10-Jul-16,Jul,5:45 PM,afternoon,dry,mixed,16
AO,100,129,25,26.49,9-Jul-16,Jul,1:45 PM,midday,dry,solitarybull,1
AO,100,132,25,26.48,9-Jul-16,Jul,2:30 PM,midday,dry,bull,4
AO,100,133,25,26.48,9-Jul-16,Jul,2:45 PM,midday,dry,bull,3
AO,100,134,25,26.46,9-Jul-16,Jul,3:00 PM,midday,dry,bull,3
AO,100,135,25,26.48,9-Jul-16,Jul,3:15 PM,midday,dry,bull,2
AO,100,136,25,26.47,9-Jul-16,Jul,3:30 PM,midday,dry,solitarybull,1
AO,100,137,25,26.47,9-Jul-16,Jul,3:45 PM,afternoon,dry,bull,4
AO,100,138,25,26.46,9-Jul-16,Jul,4:00 PM,afternoon,dry,mixed,27
AO,100,139,25,26.47,9-Jul-16,Jul,4:15 PM,afternoon,dry,mixed,25
AO,100,140,25,26.47,9-Jul-16,Jul,4:30 PM,afternoon,dry,mixed,31
AO,100,141,25,26.47,9-Jul-16,Jul,4:45 PM,afternoon,dry,bull,4
AO,100,142,25,26.47,9-Jul-16,Jul,5:00 PM,afternoon,dry,bull,3
AO,100,143,25,26.48,9-Jul-16,Jul,5:15 PM,afternoon,dry,bull,5
AO,100,144,24,26.48,9-Jul-16,Jul,5:30 PM,afternoon,dry,bull,5
AO,100,96,26,26.47,8-Jul-16,Jul,4:38 PM,afternoon,dry,solitarybull,1
AO,100,97,26,26.48,8-Jul-16,Jul,4:53 PM,afternoon,dry,family,7
AO,100,98,26,26.48,8-Jul-16,Jul,5:03 PM,afternoon,dry,family,7
AO,100,7847,24,26.28,1-Jan-17,Jan,7:15am,morning,wet,solitarybull,1
AO,100,7852,28,26.28,1-Jan-17,Jan,8:30am,morning,wet,solitarybull,1
AO,100,7853,30,26.29,1-Jan-17,Jan,8:45am,morning,wet,solitarybull,1
AO,100,7854,30,26.28,1-Jan-17,Jan,9:00am,morning,wet,solitarybull,1
AO,100,7855,30,26.28,1-Jan-17,Jan,9:15am,morning,wet,solitarybull,1
AO,100,7856,30,26.27,1-Jan-17,Jan,9:30am,morning,wet,solitarybull,1
AO,100,7862,32,26.26,1-Jan-17,Jan,11:00am,morning,wet,bull,2
AO,100,7863,32,26.25,1-Jan-17,Jan,11:15am,morning,wet,bull,2
AO,100,7864,32,26.25,1-Jan-17,Jan,11:30am,morning,wet,mixed,24
AO,100,7865,32,26.24,1-Jan-17,Jan,11:45am,morning,wet,solitarybull,1
AO,100,7892,21,26.28,2-Jan-17,Jan,7:30am,morning,wet,solitarybull,1
AO,100,7913,28,26.23,2-Jan-17,Jan,12:45pm,midday,wet,solitarybull,1
AO,100,7915,29,26.23,2-Jan-17,Jan,1:15pm,midday,wet,bull,2
AO,100,7916,30,26.22,2-Jan-17,Jan,1:30pm,midday,wet,solitarybull,1
AO,100,7920,29,26.19,2-Jan-17,Jan,2:30pm,midday,wet,solitarybull,1
AO,100,7921,29,26.19,2-Jan-17,Jan,2:45pm,midday,wet,solitarybull,1
AO,100,7975,31,26.16,3-Jan-17,Jan,5:15pm,afternoon,wet,family,16
AO,100,7983,24,26.26,4-Jan-17,Jan,8:15 AM,morning,wet,bull,2
AO,100,7984,25,26.26,4-Jan-17,Jan,8:30am,morning,wet,solitarybull,1
AO,100,7990,31,26.25,4-Jan-17,Jan,10:00am,morning,wet,solitarybull,1
AO,100,7991,31,26.25,4-Jan-17,Jan,10:15am,morning,wet,solitarybull,1
AO,100,7995,31,26.23,4-Jan-17,Jan,11:15am,morning,wet,bull,2
AO,100,7998,31,26.22,4-Jan-17,Jan,12:00pm,midday,wet,solitarybull,1
AO,100,8002,33,26.19,4-Jan-17,Jan,1:00pm,midday,wet,solitarybull,1
